n_ideal,per_class_count,knn_cv_accuracy,knn_k,cv_folds,silhouette_full,silhouette_pca_2d,calinski_harabasz_full,calinski_harabasz_pca_2d,mean_within_class_distance,mean_between_centroid_distance,representation,pca_explained_variance_2d,mean_within_class_cosine_distance,mean_between_centroid_cosine_distance
154,"{'(1 x 1)': 41, 'HTR': 29, 'RT13': 38, 'Twinned(2 x 1)': 4, 'c(6 x 2)': 42}",0.831646423751687,5,4,-0.13549396395683289,-0.1728714108467102,7.848921298980713,8.006543159484863,343.1527404785156,355.9029541015625,raw_pixels,0.9651384353637695,,
154,"{'(1 x 1)': 41, 'HTR': 29, 'RT13': 38, 'Twinned(2 x 1)': 4, 'c(6 x 2)': 42}",0.8962550607287448,5,4,0.07059598714113235,-0.05076570808887482,15.12442684173584,9.808753967285156,26.156583786010742,31.98275375366211,imagenet_resnet18,0.37446409463882446,0.3607039153575897,0.9049026370048523
154,"{'(1 x 1)': 41, 'HTR': 29, 'RT13': 38, 'Twinned(2 x 1)': 4, 'c(6 x 2)': 42}",0.8836032388663968,5,4,0.09214510023593903,0.027192046865820885,9.13625717163086,5.482640266418457,20.787593841552734,23.982431411743164,rheed_simclr_resnet18,0.7617971897125244,0.3077555298805237,0.77425217628479
