epoch,strategy,n,post_test_accuracy_mean,post_test_accuracy_std,batch_utility_mean,batch_utility_std,post_pairwise_accuracy_mean,post_pairwise_accuracy_std,cluster_coverage_mean,cluster_coverage_std,image_reuse_rate_mean,image_reuse_rate_std,mean_pair_cosine_similarity_mean,mean_pair_cosine_similarity_std
3,uncertainty,3,0.7444444444444445,0.07698003589195015,0.3111111111111111,0.03849001794597501,0.9383558073917562,0.003837903603196466,17.0,1.0,0.0883333333333333,0.016072751268321604,0.959250020030742,0.03209779260537398
3,cluster_diverse,3,0.5222222222222223,0.13877773329774218,0.08888888888888889,0.2523959264800122,0.8731969894760593,0.04443608043813005,19.666666666666668,0.5773502691896258,0.09499999999999997,0.018027756377319962,0.9588230973162802,0.02956059220487095
3,random,3,0.5111111111111111,0.07698003589195009,0.07777777777777779,0.16777409856157222,0.9072113365402781,0.010426010498660014,19.666666666666668,0.5773502691896258,0.08999999999999997,0.02291287847477922,0.9592523817615479,0.02596096768311002
3,uncertainty_diversity,3,0.5444444444444444,0.10715167512214392,0.11111111111111112,0.18358568490953672,0.9141427359380107,0.029834029004065094,17.666666666666668,1.1547005383792515,0.07666666666666662,0.012583057392117928,0.9583399489814245,0.03171908069420345
3,core_set,3,0.4777777777777778,0.13877773329774218,0.04444444444444445,0.23412563895228308,0.8571226556948107,0.11581523237233597,20.0,0.0,0.0666666666666667,0.016072751268321542,0.9588106460298339,0.027993104748351295
