epoch,strategy,lambda,n,post_test_accuracy_mean,post_test_accuracy_std,batch_utility_mean,batch_utility_std,post_pairwise_accuracy_mean,post_pairwise_accuracy_std,cluster_coverage_mean,cluster_coverage_std,image_reuse_rate_mean,image_reuse_rate_std,mean_pair_cosine_similarity_mean,mean_pair_cosine_similarity_std
3,uncertainty_diversity,0.5,3,0.5444444444444444,0.10715167512214392,0.11111111111111112,0.18358568490953672,0.9141427359380107,0.029834029004065094,17.666666666666668,1.1547005383792515,0.07666666666666662,0.012583057392117928,0.9583399489814245,0.03171908069420345
3,uncertainty_diversity,0.25,3,0.4777777777777778,0.10183501544346311,0.04444444444444445,0.07698003589195011,0.8534934171154998,0.11694621901466445,17.333333333333332,0.5773502691896258,0.0883333333333333,0.016072751268321608,0.959043598369362,0.032451261135715045
3,uncertainty_diversity,0.75,3,0.3,0.15275252316519466,-0.1333333333333333,0.05773502691896258,0.8286826095537192,0.04403648331083718,18.0,1.0,0.07166666666666666,0.022546248764114436,0.9567463829461218,0.03038349420640503
