strategy,round,budget_before,labeled_pairs,candidate_remaining,train_loss,train_pairwise_accuracy,test_accuracy,test_by_class,selected_pair_ids,revealed_preference_rows,selected_clusters,cluster_coverage,utilities,final
random,0,0,70,100,0.42508453417707365,0.8801498127340824,0.4,"{""(1 x 1)"": {""correct"": 0, ""total"": 8, ""accuracy"": 0.0}, ""c(6 x 2)"": {""correct"": 0, ""total"": 8, ""accuracy"": 0.0}, ""(\u221a13 x \u221a13)"": {""correct"": 8, ""total"": 8, ""accuracy"": 1.0}, ""HTR"": {""correct"": 4, ""total"": 6, ""accuracy"": 0.6666666666666666}}","[""Trajectories/2022-02-04/230_RR220204A_695C_1902.bmp || Trajectories/2022-02-06/074_RR220206A_430C_1809.bmp"", ""Trajectories/2022-02-06/104_RR220206A_734C_1847.bmp || Trajectories/2022-02-06/207_RR220206A_875C_2114.bmp""]","{""Trajectories/2022-02-04/230_RR220204A_695C_1902.bmp || Trajectories/2022-02-06/074_RR220206A_430C_1809.bmp"": 2, ""Trajectories/2022-02-06/104_RR220206A_734C_1847.bmp || Trajectories/2022-02-06/207_RR220206A_875C_2114.bmp"": 2}","[3, 14]",2,"[{""candidate_pair_id"": ""Trajectories/2022-02-04/230_RR220204A_695C_1902.bmp || Trajectories/2022-02-06/074_RR220206A_430C_1809.bmp"", ""baseline_accuracy"": 0.4, ""augmented_accuracy"": 0.4, ""delta_accuracy"": 0.0, ""by_class_delta"": {""(1 x 1)"": 0.375, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": -0.375, ""HTR"": 0.0}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-02-06/104_RR220206A_734C_1847.bmp || Trajectories/2022-02-06/207_RR220206A_875C_2114.bmp"", ""baseline_accuracy"": 0.4, ""augmented_accuracy"": 0.3, ""delta_accuracy"": -0.10000000000000003, ""by_class_delta"": {""(1 x 1)"": 0.0, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": -0.375, ""HTR"": 0.0}, ""cache_hit"": false}]",
random,1,2,72,98,0.4255069626180555,0.9003690036900369,0.43333333333333335,"{""(1 x 1)"": {""correct"": 2, ""total"": 8, ""accuracy"": 0.25}, ""c(6 x 2)"": {""correct"": 0, ""total"": 8, ""accuracy"": 0.0}, ""(\u221a13 x \u221a13)"": {""correct"": 7, ""total"": 8, ""accuracy"": 0.875}, ""HTR"": {""correct"": 4, ""total"": 6, ""accuracy"": 0.6666666666666666}}","[""Trajectories/2022-02-06/090_RR220206A_568C_1828.bmp || Trajectories/2022-04-11/149_RR220411A_676C_1619.bmp"", ""Trajectories/2022-04-11/111_RR220411A_536C_1546.bmp || Trajectories/2022-04-11/175_RR220411A_765C_1645.bmp""]","{""Trajectories/2022-02-06/090_RR220206A_568C_1828.bmp || Trajectories/2022-04-11/149_RR220411A_676C_1619.bmp"": 5, ""Trajectories/2022-04-11/111_RR220411A_536C_1546.bmp || Trajectories/2022-04-11/175_RR220411A_765C_1645.bmp"": 4}","[15, 10]",2,"[{""candidate_pair_id"": ""Trajectories/2022-02-06/090_RR220206A_568C_1828.bmp || Trajectories/2022-04-11/149_RR220411A_676C_1619.bmp"", ""baseline_accuracy"": 0.43333333333333335, ""augmented_accuracy"": 0.6333333333333333, ""delta_accuracy"": 0.19999999999999996, ""by_class_delta"": {""(1 x 1)"": 0.75, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": 0.0, ""HTR"": 0.0}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-04-11/111_RR220411A_536C_1546.bmp || Trajectories/2022-04-11/175_RR220411A_765C_1645.bmp"", ""baseline_accuracy"": 0.43333333333333335, ""augmented_accuracy"": 0.43333333333333335, ""delta_accuracy"": 0.0, ""by_class_delta"": {""(1 x 1)"": 0.125, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": -0.375, ""HTR"": 0.33333333333333337}, ""cache_hit"": false}]",
random,2,4,74,96,0.4145762593390558,0.9071428571428571,0.43333333333333335,"{""(1 x 1)"": {""correct"": 2, ""total"": 8, ""accuracy"": 0.25}, ""c(6 x 2)"": {""correct"": 0, ""total"": 8, ""accuracy"": 0.0}, ""(\u221a13 x \u221a13)"": {""correct"": 7, ""total"": 8, ""accuracy"": 0.875}, ""HTR"": {""correct"": 4, ""total"": 6, ""accuracy"": 0.6666666666666666}}","[""Trajectories/2022-02-06/049_RR220206A_205C_1737.bmp || Trajectories/2022-04-11/356_RR220411A_685C_1925.bmp"", ""Trajectories/2022-02-04/139_RR220204A_470C_1758.bmp || Trajectories/2022-04-11/372_RR220411A_636C_1935.bmp""]","{""Trajectories/2022-02-06/049_RR220206A_205C_1737.bmp || Trajectories/2022-04-11/356_RR220411A_685C_1925.bmp"": 5, ""Trajectories/2022-02-04/139_RR220204A_470C_1758.bmp || Trajectories/2022-04-11/372_RR220411A_636C_1935.bmp"": 5}","[18, 10]",2,"[{""candidate_pair_id"": ""Trajectories/2022-02-06/049_RR220206A_205C_1737.bmp || Trajectories/2022-04-11/356_RR220411A_685C_1925.bmp"", ""baseline_accuracy"": 0.43333333333333335, ""augmented_accuracy"": 0.8, ""delta_accuracy"": 0.3666666666666667, ""by_class_delta"": {""(1 x 1)"": 0.5, ""c(6 x 2)"": 0.875, ""(\u221a13 x \u221a13)"": 0.0, ""HTR"": 0.0}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-02-04/139_RR220204A_470C_1758.bmp || Trajectories/2022-04-11/372_RR220411A_636C_1935.bmp"", ""baseline_accuracy"": 0.43333333333333335, ""augmented_accuracy"": 0.6666666666666666, ""delta_accuracy"": 0.23333333333333328, ""by_class_delta"": {""(1 x 1)"": 0.0, ""c(6 x 2)"": 0.875, ""(\u221a13 x \u221a13)"": 0.0, ""HTR"": 0.0}, ""cache_hit"": false}]",
random,3,6,76,94,0.4152139579726122,0.8344827586206897,0.3333333333333333,"{""(1 x 1)"": {""correct"": 2, ""total"": 8, ""accuracy"": 0.25}, ""c(6 x 2)"": {""correct"": 0, ""total"": 8, ""accuracy"": 0.0}, ""(\u221a13 x \u221a13)"": {""correct"": 5, ""total"": 8, ""accuracy"": 0.625}, ""HTR"": {""correct"": 3, ""total"": 6, ""accuracy"": 0.5}}","[""Trajectories/2022-02-04/170_RR220204A_536C_1818.bmp || Trajectories/2022-02-06/230_RR220206A_767C_2143.bmp"", ""Trajectories/2022-04-11/343_RR220411A_722C_1918.bmp || Trajectories/2022-04-11/374_RR220411A_625C_1937.bmp""]","{""Trajectories/2022-02-04/170_RR220204A_536C_1818.bmp || Trajectories/2022-02-06/230_RR220206A_767C_2143.bmp"": 5, ""Trajectories/2022-04-11/343_RR220411A_722C_1918.bmp || Trajectories/2022-04-11/374_RR220411A_625C_1937.bmp"": 5}","[8, 18]",2,"[{""candidate_pair_id"": ""Trajectories/2022-02-04/170_RR220204A_536C_1818.bmp || Trajectories/2022-02-06/230_RR220206A_767C_2143.bmp"", ""baseline_accuracy"": 0.3333333333333333, ""augmented_accuracy"": 0.3333333333333333, ""delta_accuracy"": 0.0, ""by_class_delta"": {""(1 x 1)"": -0.125, ""c(6 x 2)"": 0.25, ""(\u221a13 x \u221a13)"": 0.25, ""HTR"": -0.5}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-04-11/343_RR220411A_722C_1918.bmp || Trajectories/2022-04-11/374_RR220411A_625C_1937.bmp"", ""baseline_accuracy"": 0.3333333333333333, ""augmented_accuracy"": 0.36666666666666664, ""delta_accuracy"": 0.033333333333333326, ""by_class_delta"": {""(1 x 1)"": 0.0, ""c(6 x 2)"": 0.75, ""(\u221a13 x \u221a13)"": -0.25, ""HTR"": -0.5}, ""cache_hit"": false}]",
random,4,8,78,92,0.416097578585849,0.9266666666666666,0.5666666666666667,"{""(1 x 1)"": {""correct"": 6, ""total"": 8, ""accuracy"": 0.75}, ""c(6 x 2)"": {""correct"": 0, ""total"": 8, ""accuracy"": 0.0}, ""(\u221a13 x \u221a13)"": {""correct"": 7, ""total"": 8, ""accuracy"": 0.875}, ""HTR"": {""correct"": 4, ""total"": 6, ""accuracy"": 0.6666666666666666}}","[""Trajectories/2022-04-11/323_RR220411A_816C_1903.bmp || Trajectories/2022-04-11/366_RR220411A_654C_1930.bmp"", ""Trajectories/2022-02-06/273_RR220206A_423C_2243.bmp || Trajectories/2022-04-11/093_RR220411A_482C_1531.bmp""]","{""Trajectories/2022-04-11/323_RR220411A_816C_1903.bmp || Trajectories/2022-04-11/366_RR220411A_654C_1930.bmp"": 5, ""Trajectories/2022-02-06/273_RR220206A_423C_2243.bmp || Trajectories/2022-04-11/093_RR220411A_482C_1531.bmp"": 5}","[10, 11]",2,"[{""candidate_pair_id"": ""Trajectories/2022-04-11/323_RR220411A_816C_1903.bmp || Trajectories/2022-04-11/366_RR220411A_654C_1930.bmp"", ""baseline_accuracy"": 0.5666666666666667, ""augmented_accuracy"": 0.4666666666666667, ""delta_accuracy"": -0.09999999999999998, ""by_class_delta"": {""(1 x 1)"": -0.5, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": 0.125, ""HTR"": 0.0}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-02-06/273_RR220206A_423C_2243.bmp || Trajectories/2022-04-11/093_RR220411A_482C_1531.bmp"", ""baseline_accuracy"": 0.5666666666666667, ""augmented_accuracy"": 0.4666666666666667, ""delta_accuracy"": -0.09999999999999998, ""by_class_delta"": {""(1 x 1)"": -0.5, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": 0.125, ""HTR"": 0.0}, ""cache_hit"": false}]",
random,5,10,80,90,0.4121066224084312,0.9096774193548387,0.4666666666666667,"{""(1 x 1)"": {""correct"": 2, ""total"": 8, ""accuracy"": 0.25}, ""c(6 x 2)"": {""correct"": 0, ""total"": 8, ""accuracy"": 0.0}, ""(\u221a13 x \u221a13)"": {""correct"": 8, ""total"": 8, ""accuracy"": 1.0}, ""HTR"": {""correct"": 4, ""total"": 6, ""accuracy"": 0.6666666666666666}}",[],,[],0,[],True
uncertainty,0,0,70,100,0.42508453417707365,0.8801498127340824,0.4,"{""(1 x 1)"": {""correct"": 0, ""total"": 8, ""accuracy"": 0.0}, ""c(6 x 2)"": {""correct"": 0, ""total"": 8, ""accuracy"": 0.0}, ""(\u221a13 x \u221a13)"": {""correct"": 8, ""total"": 8, ""accuracy"": 1.0}, ""HTR"": {""correct"": 4, ""total"": 6, ""accuracy"": 0.6666666666666666}}","[""Trajectories/2022-02-04/076_RR220204A_299C_1713.bmp || Trajectories/2022-02-04/080_RR220204A_301C_1718.bmp"", ""Trajectories/2022-02-04/160_RR220204A_501C_1809-02.bmp || Trajectories/2022-02-04/161_RR220204A_504C_1810.bmp""]","{""Trajectories/2022-02-04/076_RR220204A_299C_1713.bmp || Trajectories/2022-02-04/080_RR220204A_301C_1718.bmp"": 1, ""Trajectories/2022-02-04/160_RR220204A_501C_1809-02.bmp || Trajectories/2022-02-04/161_RR220204A_504C_1810.bmp"": 1}","[1, 1]",1,"[{""candidate_pair_id"": ""Trajectories/2022-02-04/076_RR220204A_299C_1713.bmp || Trajectories/2022-02-04/080_RR220204A_301C_1718.bmp"", ""baseline_accuracy"": 0.4, ""augmented_accuracy"": 0.43333333333333335, ""delta_accuracy"": 0.033333333333333326, ""by_class_delta"": {""(1 x 1)"": 0.25, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": 0.0, ""HTR"": -0.16666666666666663}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-02-04/160_RR220204A_501C_1809-02.bmp || Trajectories/2022-02-04/161_RR220204A_504C_1810.bmp"", ""baseline_accuracy"": 0.4, ""augmented_accuracy"": 0.43333333333333335, ""delta_accuracy"": 0.033333333333333326, ""by_class_delta"": {""(1 x 1)"": 0.25, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": 0.0, ""HTR"": -0.16666666666666663}, ""cache_hit"": false}]",
uncertainty,1,2,72,98,0.4197744015688305,0.8550185873605948,0.3333333333333333,"{""(1 x 1)"": {""correct"": 1, ""total"": 8, ""accuracy"": 0.125}, ""c(6 x 2)"": {""correct"": 0, ""total"": 8, ""accuracy"": 0.0}, ""(\u221a13 x \u221a13)"": {""correct"": 5, ""total"": 8, ""accuracy"": 0.625}, ""HTR"": {""correct"": 4, ""total"": 6, ""accuracy"": 0.6666666666666666}}","[""Trajectories/2022-02-04/085_RR220204A_378C_1720.bmp || Trajectories/2022-02-04/134_RR220204A_467C_1754-02.bmp"", ""Trajectories/2022-04-11/246_RR220411A_915C_1741.bmp || Trajectories/2022-04-11/258_RR220411A_932C_1751.bmp""]","{""Trajectories/2022-02-04/085_RR220204A_378C_1720.bmp || Trajectories/2022-02-04/134_RR220204A_467C_1754-02.bmp"": 1, ""Trajectories/2022-04-11/246_RR220411A_915C_1741.bmp || Trajectories/2022-04-11/258_RR220411A_932C_1751.bmp"": 1}","[18, 2]",2,"[{""candidate_pair_id"": ""Trajectories/2022-02-04/085_RR220204A_378C_1720.bmp || Trajectories/2022-02-04/134_RR220204A_467C_1754-02.bmp"", ""baseline_accuracy"": 0.3333333333333333, ""augmented_accuracy"": 0.4, ""delta_accuracy"": 0.06666666666666671, ""by_class_delta"": {""(1 x 1)"": 0.0, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": 0.25, ""HTR"": 0.0}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-04-11/246_RR220411A_915C_1741.bmp || Trajectories/2022-04-11/258_RR220411A_932C_1751.bmp"", ""baseline_accuracy"": 0.3333333333333333, ""augmented_accuracy"": 0.4666666666666667, ""delta_accuracy"": 0.13333333333333336, ""by_class_delta"": {""(1 x 1)"": 0.125, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": 0.375, ""HTR"": 0.0}, ""cache_hit"": false}]",
uncertainty,2,4,74,96,0.42563838121775405,0.8671586715867159,0.36666666666666664,"{""(1 x 1)"": {""correct"": 0, ""total"": 8, ""accuracy"": 0.0}, ""c(6 x 2)"": {""correct"": 0, ""total"": 8, ""accuracy"": 0.0}, ""(\u221a13 x \u221a13)"": {""correct"": 7, ""total"": 8, ""accuracy"": 0.875}, ""HTR"": {""correct"": 4, ""total"": 6, ""accuracy"": 0.6666666666666666}}","[""Trajectories/2022-04-11/343_RR220411A_722C_1918.bmp || Trajectories/2022-04-11/374_RR220411A_625C_1937.bmp"", ""Trajectories/2022-02-04/079_RR220204A_301C_1717.bmp || Trajectories/2022-02-04/329_RR220204A_946C_2054.bmp""]","{""Trajectories/2022-04-11/343_RR220411A_722C_1918.bmp || Trajectories/2022-04-11/374_RR220411A_625C_1937.bmp"": 5, ""Trajectories/2022-02-04/079_RR220204A_301C_1717.bmp || Trajectories/2022-02-04/329_RR220204A_946C_2054.bmp"": 1}","[4, 1]",2,"[{""candidate_pair_id"": ""Trajectories/2022-04-11/343_RR220411A_722C_1918.bmp || Trajectories/2022-04-11/374_RR220411A_625C_1937.bmp"", ""baseline_accuracy"": 0.36666666666666664, ""augmented_accuracy"": 0.5666666666666667, ""delta_accuracy"": 0.2, ""by_class_delta"": {""(1 x 1)"": 0.75, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": 0.0, ""HTR"": 0.0}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-02-04/079_RR220204A_301C_1717.bmp || Trajectories/2022-02-04/329_RR220204A_946C_2054.bmp"", ""baseline_accuracy"": 0.36666666666666664, ""augmented_accuracy"": 0.43333333333333335, ""delta_accuracy"": 0.06666666666666671, ""by_class_delta"": {""(1 x 1)"": 0.375, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": 0.125, ""HTR"": -0.3333333333333333}, ""cache_hit"": false}]",
uncertainty,3,6,76,94,0.4080605215556397,0.9314079422382672,0.43333333333333335,"{""(1 x 1)"": {""correct"": 2, ""total"": 8, ""accuracy"": 0.25}, ""c(6 x 2)"": {""correct"": 0, ""total"": 8, ""accuracy"": 0.0}, ""(\u221a13 x \u221a13)"": {""correct"": 7, ""total"": 8, ""accuracy"": 0.875}, ""HTR"": {""correct"": 4, ""total"": 6, ""accuracy"": 0.6666666666666666}}","[""Trajectories/2022-02-04/221_RR220204A_666C_1854.bmp || Trajectories/2022-02-04/339_RR220204A_938C_2110.bmp"", ""Trajectories/2022-02-04/205_RR220204A_642C_1839-02.bmp || Trajectories/2022-02-04/337_RR220204A_938C_2106.bmp""]","{""Trajectories/2022-02-04/221_RR220204A_666C_1854.bmp || Trajectories/2022-02-04/339_RR220204A_938C_2110.bmp"": 1, ""Trajectories/2022-02-04/205_RR220204A_642C_1839-02.bmp || Trajectories/2022-02-04/337_RR220204A_938C_2106.bmp"": 1}","[9, 9]",1,"[{""candidate_pair_id"": ""Trajectories/2022-02-04/221_RR220204A_666C_1854.bmp || Trajectories/2022-02-04/339_RR220204A_938C_2110.bmp"", ""baseline_accuracy"": 0.43333333333333335, ""augmented_accuracy"": 0.26666666666666666, ""delta_accuracy"": -0.16666666666666669, ""by_class_delta"": {""(1 x 1)"": 0.0, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": -0.125, ""HTR"": -0.6666666666666666}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-02-04/205_RR220204A_642C_1839-02.bmp || Trajectories/2022-02-04/337_RR220204A_938C_2106.bmp"", ""baseline_accuracy"": 0.43333333333333335, ""augmented_accuracy"": 0.2, ""delta_accuracy"": -0.23333333333333334, ""by_class_delta"": {""(1 x 1)"": 0.0, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": -0.375, ""HTR"": -0.6666666666666666}, ""cache_hit"": false}]",
