strategy,round,budget_before,labeled_pairs,candidate_remaining,train_loss,train_pairwise_accuracy,test_accuracy,test_by_class,selected_pair_ids,revealed_preference_rows,selected_clusters,cluster_coverage,utilities,final
random,0,0,70,100,0.43395677558634055,0.75,0.16666666666666666,"{""(1 x 1)"": {""correct"": 0, ""total"": 8, ""accuracy"": 0.0}, ""c(6 x 2)"": {""correct"": 0, ""total"": 8, ""accuracy"": 0.0}, ""(\u221a13 x \u221a13)"": {""correct"": 3, ""total"": 8, ""accuracy"": 0.375}, ""HTR"": {""correct"": 2, ""total"": 6, ""accuracy"": 0.3333333333333333}}","[""Trajectories/2022-02-06/241_RR220206A_692C_2157.bmp || Trajectories/2022-04-11/201_RR220411A_843C_1711-01.bmp"", ""Trajectories/2022-02-04/148_RR220204A_480C_1804.bmp || Trajectories/2022-04-11/313_RR220411A_839C_1856.bmp""]","{""Trajectories/2022-02-06/241_RR220206A_692C_2157.bmp || Trajectories/2022-04-11/201_RR220411A_843C_1711-01.bmp"": 5, ""Trajectories/2022-02-04/148_RR220204A_480C_1804.bmp || Trajectories/2022-04-11/313_RR220411A_839C_1856.bmp"": 5}","[9, 7]",2,"[{""candidate_pair_id"": ""Trajectories/2022-02-06/241_RR220206A_692C_2157.bmp || Trajectories/2022-04-11/201_RR220411A_843C_1711-01.bmp"", ""baseline_accuracy"": 0.16666666666666666, ""augmented_accuracy"": 0.13333333333333333, ""delta_accuracy"": -0.033333333333333326, ""by_class_delta"": {""(1 x 1)"": 0.0, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": 0.0, ""HTR"": -0.16666666666666666}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-02-04/148_RR220204A_480C_1804.bmp || Trajectories/2022-04-11/313_RR220411A_839C_1856.bmp"", ""baseline_accuracy"": 0.16666666666666666, ""augmented_accuracy"": 0.16666666666666666, ""delta_accuracy"": 0.0, ""by_class_delta"": {""(1 x 1)"": 0.0, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": 0.0, ""HTR"": 0.0}, ""cache_hit"": false}]",
random,1,2,72,98,0.44426896711154906,0.6259541984732825,0.26666666666666666,"{""(1 x 1)"": {""correct"": 2, ""total"": 8, ""accuracy"": 0.25}, ""c(6 x 2)"": {""correct"": 6, ""total"": 8, ""accuracy"": 0.75}, ""(\u221a13 x \u221a13)"": {""correct"": 0, ""total"": 8, ""accuracy"": 0.0}, ""HTR"": {""correct"": 0, ""total"": 6, ""accuracy"": 0.0}}","[""Trajectories/2022-02-04/093_RR220204A_397C_1722.bmp || Trajectories/2022-04-11/367_RR220411A_648C_1932.bmp"", ""Trajectories/2022-02-04/181_RR220204A_572C_1825.bmp || Trajectories/2022-04-11/437_RR220411A_345C_2004.bmp""]","{""Trajectories/2022-02-04/093_RR220204A_397C_1722.bmp || Trajectories/2022-04-11/367_RR220411A_648C_1932.bmp"": 2, ""Trajectories/2022-02-04/181_RR220204A_572C_1825.bmp || Trajectories/2022-04-11/437_RR220411A_345C_2004.bmp"": 5}","[14, 14]",1,"[{""candidate_pair_id"": ""Trajectories/2022-02-04/093_RR220204A_397C_1722.bmp || Trajectories/2022-04-11/367_RR220411A_648C_1932.bmp"", ""baseline_accuracy"": 0.26666666666666666, ""augmented_accuracy"": 0.43333333333333335, ""delta_accuracy"": 0.16666666666666669, ""by_class_delta"": {""(1 x 1)"": 0.0, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": 0.625, ""HTR"": 0.0}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-02-04/181_RR220204A_572C_1825.bmp || Trajectories/2022-04-11/437_RR220411A_345C_2004.bmp"", ""baseline_accuracy"": 0.26666666666666666, ""augmented_accuracy"": 0.1, ""delta_accuracy"": -0.16666666666666666, ""by_class_delta"": {""(1 x 1)"": -0.25, ""c(6 x 2)"": -0.625, ""(\u221a13 x \u221a13)"": 0.25, ""HTR"": 0.0}, ""cache_hit"": false}]",
random,2,4,74,96,0.4459419916397024,0.7323420074349443,0.36666666666666664,"{""(1 x 1)"": {""correct"": 2, ""total"": 8, ""accuracy"": 0.25}, ""c(6 x 2)"": {""correct"": 0, ""total"": 8, ""accuracy"": 0.0}, ""(\u221a13 x \u221a13)"": {""correct"": 5, ""total"": 8, ""accuracy"": 0.625}, ""HTR"": {""correct"": 4, ""total"": 6, ""accuracy"": 0.6666666666666666}}","[""Trajectories/2022-02-04/333_RR220204A_939C_2059.bmp || Trajectories/2022-02-04/342_RR220204A_941C_2115.bmp"", ""Trajectories/2022-04-11/397_RR220411A_528C_1948.bmp || Trajectories/2022-04-11/443_RR220411A_303C_2007.bmp""]","{""Trajectories/2022-02-04/333_RR220204A_939C_2059.bmp || Trajectories/2022-02-04/342_RR220204A_941C_2115.bmp"": 1, ""Trajectories/2022-04-11/397_RR220411A_528C_1948.bmp || Trajectories/2022-04-11/443_RR220411A_303C_2007.bmp"": 1}","[12, 8]",2,"[{""candidate_pair_id"": ""Trajectories/2022-02-04/333_RR220204A_939C_2059.bmp || Trajectories/2022-02-04/342_RR220204A_941C_2115.bmp"", ""baseline_accuracy"": 0.36666666666666664, ""augmented_accuracy"": 0.3333333333333333, ""delta_accuracy"": -0.033333333333333326, ""by_class_delta"": {""(1 x 1)"": -0.25, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": 0.375, ""HTR"": -0.3333333333333333}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-04-11/397_RR220411A_528C_1948.bmp || Trajectories/2022-04-11/443_RR220411A_303C_2007.bmp"", ""baseline_accuracy"": 0.36666666666666664, ""augmented_accuracy"": 0.4, ""delta_accuracy"": 0.03333333333333338, ""by_class_delta"": {""(1 x 1)"": 0.0, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": 0.375, ""HTR"": -0.3333333333333333}, ""cache_hit"": false}]",
random,3,6,76,94,0.44860163571425565,0.7601476014760148,0.36666666666666664,"{""(1 x 1)"": {""correct"": 2, ""total"": 8, ""accuracy"": 0.25}, ""c(6 x 2)"": {""correct"": 0, ""total"": 8, ""accuracy"": 0.0}, ""(\u221a13 x \u221a13)"": {""correct"": 5, ""total"": 8, ""accuracy"": 0.625}, ""HTR"": {""correct"": 4, ""total"": 6, ""accuracy"": 0.6666666666666666}}","[""Trajectories/2022-04-11/246_RR220411A_915C_1741.bmp || Trajectories/2022-04-11/258_RR220411A_932C_1751.bmp"", ""Trajectories/2022-02-04/320_RR220204A_915C_2039.bmp || Trajectories/2022-02-06/282_RR220206A_184C_2256.bmp""]","{""Trajectories/2022-04-11/246_RR220411A_915C_1741.bmp || Trajectories/2022-04-11/258_RR220411A_932C_1751.bmp"": 1, ""Trajectories/2022-02-04/320_RR220204A_915C_2039.bmp || Trajectories/2022-02-06/282_RR220206A_184C_2256.bmp"": 2}","[12, 11]",2,"[{""candidate_pair_id"": ""Trajectories/2022-04-11/246_RR220411A_915C_1741.bmp || Trajectories/2022-04-11/258_RR220411A_932C_1751.bmp"", ""baseline_accuracy"": 0.36666666666666664, ""augmented_accuracy"": 0.16666666666666666, ""delta_accuracy"": -0.19999999999999998, ""by_class_delta"": {""(1 x 1)"": -0.125, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": -0.625, ""HTR"": 0.0}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-02-04/320_RR220204A_915C_2039.bmp || Trajectories/2022-02-06/282_RR220206A_184C_2256.bmp"", ""baseline_accuracy"": 0.36666666666666664, ""augmented_accuracy"": 0.16666666666666666, ""delta_accuracy"": -0.19999999999999998, ""by_class_delta"": {""(1 x 1)"": -0.25, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": 0.0, ""HTR"": -0.6666666666666666}, ""cache_hit"": false}]",
random,4,8,78,92,0.44404906366059244,0.9087591240875912,0.4,"{""(1 x 1)"": {""correct"": 2, ""total"": 8, ""accuracy"": 0.25}, ""c(6 x 2)"": {""correct"": 0, ""total"": 8, ""accuracy"": 0.0}, ""(\u221a13 x \u221a13)"": {""correct"": 5, ""total"": 8, ""accuracy"": 0.625}, ""HTR"": {""correct"": 5, ""total"": 6, ""accuracy"": 0.8333333333333334}}","[""Trajectories/2022-02-06/213_RR220206A_849C_2121.bmp || Trajectories/2022-04-11/104_RR220411A_501C_1540.bmp"", ""Trajectories/2022-04-11/203_RR220411A_843C_1711-03.bmp || Trajectories/2022-04-11/284_RR220411A_912C_1835.bmp""]","{""Trajectories/2022-02-06/213_RR220206A_849C_2121.bmp || Trajectories/2022-04-11/104_RR220411A_501C_1540.bmp"": 2, ""Trajectories/2022-04-11/203_RR220411A_843C_1711-03.bmp || Trajectories/2022-04-11/284_RR220411A_912C_1835.bmp"": 5}","[2, 13]",2,"[{""candidate_pair_id"": ""Trajectories/2022-02-06/213_RR220206A_849C_2121.bmp || Trajectories/2022-04-11/104_RR220411A_501C_1540.bmp"", ""baseline_accuracy"": 0.4, ""augmented_accuracy"": 0.3, ""delta_accuracy"": -0.10000000000000003, ""by_class_delta"": {""(1 x 1)"": -0.25, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": 0.0, ""HTR"": -0.16666666666666674}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-04-11/203_RR220411A_843C_1711-03.bmp || Trajectories/2022-04-11/284_RR220411A_912C_1835.bmp"", ""baseline_accuracy"": 0.4, ""augmented_accuracy"": 0.16666666666666666, ""delta_accuracy"": -0.23333333333333336, ""by_class_delta"": {""(1 x 1)"": -0.25, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": 0.0, ""HTR"": -0.8333333333333334}, ""cache_hit"": false}]",
random,5,10,80,90,0.44237001510526547,0.7366548042704626,0.1,"{""(1 x 1)"": {""correct"": 0, ""total"": 8, ""accuracy"": 0.0}, ""c(6 x 2)"": {""correct"": 1, ""total"": 8, ""accuracy"": 0.125}, ""(\u221a13 x \u221a13)"": {""correct"": 2, ""total"": 8, ""accuracy"": 0.25}, ""HTR"": {""correct"": 0, ""total"": 6, ""accuracy"": 0.0}}",[],,[],0,[],True
uncertainty,0,0,70,100,0.43395677558634055,0.75,0.16666666666666666,"{""(1 x 1)"": {""correct"": 0, ""total"": 8, ""accuracy"": 0.0}, ""c(6 x 2)"": {""correct"": 0, ""total"": 8, ""accuracy"": 0.0}, ""(\u221a13 x \u221a13)"": {""correct"": 3, ""total"": 8, ""accuracy"": 0.375}, ""HTR"": {""correct"": 2, ""total"": 6, ""accuracy"": 0.3333333333333333}}","[""Trajectories/2022-02-04/085_RR220204A_378C_1720.bmp || Trajectories/2022-02-04/134_RR220204A_467C_1754-02.bmp"", ""Trajectories/2022-04-11/267_RR220411A_953C_1800.bmp || Trajectories/2022-04-11/271_RR220411A_951C_1811.bmp""]","{""Trajectories/2022-02-04/085_RR220204A_378C_1720.bmp || Trajectories/2022-02-04/134_RR220204A_467C_1754-02.bmp"": 1, ""Trajectories/2022-04-11/267_RR220411A_953C_1800.bmp || Trajectories/2022-04-11/271_RR220411A_951C_1811.bmp"": 5}","[7, 9]",2,"[{""candidate_pair_id"": ""Trajectories/2022-02-04/085_RR220204A_378C_1720.bmp || Trajectories/2022-02-04/134_RR220204A_467C_1754-02.bmp"", ""baseline_accuracy"": 0.16666666666666666, ""augmented_accuracy"": 0.06666666666666667, ""delta_accuracy"": -0.09999999999999999, ""by_class_delta"": {""(1 x 1)"": 0.0, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": -0.375, ""HTR"": 0.0}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-04-11/267_RR220411A_953C_1800.bmp || Trajectories/2022-04-11/271_RR220411A_951C_1811.bmp"", ""baseline_accuracy"": 0.16666666666666666, ""augmented_accuracy"": 0.2, ""delta_accuracy"": 0.033333333333333354, ""by_class_delta"": {""(1 x 1)"": 0.25, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": 0.0, ""HTR"": -0.16666666666666666}, ""cache_hit"": false}]",
uncertainty,1,2,72,98,0.43914600297119283,0.7054263565891473,0.23333333333333334,"{""(1 x 1)"": {""correct"": 1, ""total"": 8, ""accuracy"": 0.125}, ""c(6 x 2)"": {""correct"": 2, ""total"": 8, ""accuracy"": 0.25}, ""(\u221a13 x \u221a13)"": {""correct"": 0, ""total"": 8, ""accuracy"": 0.0}, ""HTR"": {""correct"": 4, ""total"": 6, ""accuracy"": 0.6666666666666666}}","[""Trajectories/2022-04-11/246_RR220411A_915C_1741.bmp || Trajectories/2022-04-11/258_RR220411A_932C_1751.bmp"", ""Trajectories/2022-04-11/343_RR220411A_722C_1918.bmp || Trajectories/2022-04-11/374_RR220411A_625C_1937.bmp""]","{""Trajectories/2022-04-11/246_RR220411A_915C_1741.bmp || Trajectories/2022-04-11/258_RR220411A_932C_1751.bmp"": 1, ""Trajectories/2022-04-11/343_RR220411A_722C_1918.bmp || Trajectories/2022-04-11/374_RR220411A_625C_1937.bmp"": 5}","[11, 8]",2,"[{""candidate_pair_id"": ""Trajectories/2022-04-11/246_RR220411A_915C_1741.bmp || Trajectories/2022-04-11/258_RR220411A_932C_1751.bmp"", ""baseline_accuracy"": 0.23333333333333334, ""augmented_accuracy"": 0.43333333333333335, ""delta_accuracy"": 0.2, ""by_class_delta"": {""(1 x 1)"": 0.125, ""c(6 x 2)"": 0.625, ""(\u221a13 x \u221a13)"": 0.0, ""HTR"": 0.0}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-04-11/343_RR220411A_722C_1918.bmp || Trajectories/2022-04-11/374_RR220411A_625C_1937.bmp"", ""baseline_accuracy"": 0.23333333333333334, ""augmented_accuracy"": 0.36666666666666664, ""delta_accuracy"": 0.1333333333333333, ""by_class_delta"": {""(1 x 1)"": 0.125, ""c(6 x 2)"": -0.25, ""(\u221a13 x \u221a13)"": 0.625, ""HTR"": 0.0}, ""cache_hit"": false}]",
uncertainty,2,4,74,96,0.43363169053268125,0.7196969696969697,0.2,"{""(1 x 1)"": {""correct"": 0, ""total"": 8, ""accuracy"": 0.0}, ""c(6 x 2)"": {""correct"": 6, ""total"": 8, ""accuracy"": 0.75}, ""(\u221a13 x \u221a13)"": {""correct"": 0, ""total"": 8, ""accuracy"": 0.0}, ""HTR"": {""correct"": 0, ""total"": 6, ""accuracy"": 0.0}}","[""Trajectories/2022-04-11/397_RR220411A_528C_1948.bmp || Trajectories/2022-04-11/443_RR220411A_303C_2007.bmp"", ""Trajectories/2022-02-06/129_RR220206A_912C_1929.bmp || Trajectories/2022-04-11/217_RR220411A_857C_1718.bmp""]","{""Trajectories/2022-04-11/397_RR220411A_528C_1948.bmp || Trajectories/2022-04-11/443_RR220411A_303C_2007.bmp"": 1, ""Trajectories/2022-02-06/129_RR220206A_912C_1929.bmp || Trajectories/2022-04-11/217_RR220411A_857C_1718.bmp"": 5}","[5, 14]",2,"[{""candidate_pair_id"": ""Trajectories/2022-04-11/397_RR220411A_528C_1948.bmp || Trajectories/2022-04-11/443_RR220411A_303C_2007.bmp"", ""baseline_accuracy"": 0.2, ""augmented_accuracy"": 0.36666666666666664, ""delta_accuracy"": 0.16666666666666663, ""by_class_delta"": {""(1 x 1)"": 0.25, ""c(6 x 2)"": -0.25, ""(\u221a13 x \u221a13)"": 0.375, ""HTR"": 0.3333333333333333}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-02-06/129_RR220206A_912C_1929.bmp || Trajectories/2022-04-11/217_RR220411A_857C_1718.bmp"", ""baseline_accuracy"": 0.2, ""augmented_accuracy"": 0.36666666666666664, ""delta_accuracy"": 0.16666666666666663, ""by_class_delta"": {""(1 x 1)"": 0.25, ""c(6 x 2)"": -0.75, ""(\u221a13 x \u221a13)"": 0.625, ""HTR"": 0.6666666666666666}, ""cache_hit"": false}]",
uncertainty,3,6,76,94,0.4261276534338136,0.8407407407407408,0.23333333333333334,"{""(1 x 1)"": {""correct"": 0, ""total"": 8, ""accuracy"": 0.0}, ""c(6 x 2)"": {""correct"": 0, ""total"": 8, ""accuracy"": 0.0}, ""(\u221a13 x \u221a13)"": {""correct"": 5, ""total"": 8, ""accuracy"": 0.625}, ""HTR"": {""correct"": 2, ""total"": 6, ""accuracy"": 0.3333333333333333}}","[""Trajectories/2022-02-04/020_RR220204A_981C_0126-02.bmp || Trajectories/2022-04-11/088_RR220411A_459C_1527.bmp"", ""Trajectories/2022-02-04/266_RR220204A_783C_1938.bmp || Trajectories/2022-02-04/356_RR220204A_949C_2144.bmp""]","{""Trajectories/2022-02-04/020_RR220204A_981C_0126-02.bmp || Trajectories/2022-04-11/088_RR220411A_459C_1527.bmp"": 5, ""Trajectories/2022-02-04/266_RR220204A_783C_1938.bmp || Trajectories/2022-02-04/356_RR220204A_949C_2144.bmp"": 5}","[10, 17]",2,"[{""candidate_pair_id"": ""Trajectories/2022-02-04/020_RR220204A_981C_0126-02.bmp || Trajectories/2022-04-11/088_RR220411A_459C_1527.bmp"", ""baseline_accuracy"": 0.23333333333333334, ""augmented_accuracy"": 0.4666666666666667, ""delta_accuracy"": 0.23333333333333334, ""by_class_delta"": {""(1 x 1)"": 0.25, ""c(6 x 2)"": 0.25, ""(\u221a13 x \u221a13)"": 0.375, ""HTR"": 0.0}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-02-04/266_RR220204A_783C_1938.bmp || Trajectories/2022-02-04/356_RR220204A_949C_2144.bmp"", ""baseline_accuracy"": 0.23333333333333334, ""augmented_accuracy"": 0.26666666666666666, ""delta_accuracy"": 0.033333333333333326, ""by_class_delta"": {""(1 x 1)"": 0.0, ""c(6 x 2)"": 0.125, ""(\u221a13 x \u221a13)"": 0.0, ""HTR"": 0.0}, ""cache_hit"": false}]",
