strategy,round,budget_before,labeled_pairs,candidate_remaining,train_loss,train_pairwise_accuracy,test_accuracy,test_by_class,selected_pair_ids,revealed_preference_rows,selected_clusters,cluster_coverage,utilities,final
random,0,0,70,100,0.4478316661604555,0.7303370786516854,0.36666666666666664,"{""(1 x 1)"": {""correct"": 1, ""total"": 8, ""accuracy"": 0.125}, ""c(6 x 2)"": {""correct"": 0, ""total"": 8, ""accuracy"": 0.0}, ""(\u221a13 x \u221a13)"": {""correct"": 6, ""total"": 8, ""accuracy"": 0.75}, ""HTR"": {""correct"": 4, ""total"": 6, ""accuracy"": 0.6666666666666666}}","[""Trajectories/2022-02-04/230_RR220204A_695C_1902.bmp || Trajectories/2022-02-06/074_RR220206A_430C_1809.bmp"", ""Trajectories/2022-02-06/104_RR220206A_734C_1847.bmp || Trajectories/2022-02-06/207_RR220206A_875C_2114.bmp"", ""Trajectories/2022-04-11/063_RR220411A_402C_1510.bmp || Trajectories/2022-04-11/268_RR220411A_952C_1801.bmp"", ""Trajectories/2022-02-04/085_RR220204A_378C_1720.bmp || Trajectories/2022-02-04/134_RR220204A_467C_1754-02.bmp"", ""Trajectories/2022-02-04/126_RR220204A_443C_1750.bmp || Trajectories/2022-04-11/213_RR220411A_857C_1715.bmp""]","{""Trajectories/2022-02-04/230_RR220204A_695C_1902.bmp || Trajectories/2022-02-06/074_RR220206A_430C_1809.bmp"": 2, ""Trajectories/2022-02-06/104_RR220206A_734C_1847.bmp || Trajectories/2022-02-06/207_RR220206A_875C_2114.bmp"": 2, ""Trajectories/2022-04-11/063_RR220411A_402C_1510.bmp || Trajectories/2022-04-11/268_RR220411A_952C_1801.bmp"": 5, ""Trajectories/2022-02-04/085_RR220204A_378C_1720.bmp || Trajectories/2022-02-04/134_RR220204A_467C_1754-02.bmp"": 1, ""Trajectories/2022-02-04/126_RR220204A_443C_1750.bmp || Trajectories/2022-04-11/213_RR220411A_857C_1715.bmp"": 5}","[17, 10, 17, 5, 14]",4,"[{""candidate_pair_id"": ""Trajectories/2022-02-04/230_RR220204A_695C_1902.bmp || Trajectories/2022-02-06/074_RR220206A_430C_1809.bmp"", ""baseline_accuracy"": 0.36666666666666664, ""augmented_accuracy"": 0.36666666666666664, ""delta_accuracy"": 0.0, ""by_class_delta"": {""(1 x 1)"": 0.0, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": 0.0, ""HTR"": 0.0}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-02-06/104_RR220206A_734C_1847.bmp || Trajectories/2022-02-06/207_RR220206A_875C_2114.bmp"", ""baseline_accuracy"": 0.36666666666666664, ""augmented_accuracy"": 0.23333333333333334, ""delta_accuracy"": -0.1333333333333333, ""by_class_delta"": {""(1 x 1)"": -0.125, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": -0.25, ""HTR"": -0.16666666666666663}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-04-11/063_RR220411A_402C_1510.bmp || Trajectories/2022-04-11/268_RR220411A_952C_1801.bmp"", ""baseline_accuracy"": 0.36666666666666664, ""augmented_accuracy"": 0.5333333333333333, ""delta_accuracy"": 0.16666666666666669, ""by_class_delta"": {""(1 x 1)"": 0.625, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": 0.0, ""HTR"": 0.0}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-02-04/085_RR220204A_378C_1720.bmp || Trajectories/2022-02-04/134_RR220204A_467C_1754-02.bmp"", ""baseline_accuracy"": 0.36666666666666664, ""augmented_accuracy"": 0.16666666666666666, ""delta_accuracy"": -0.19999999999999998, ""by_class_delta"": {""(1 x 1)"": 0.0, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": -0.25, ""HTR"": -0.6666666666666666}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-02-04/126_RR220204A_443C_1750.bmp || Trajectories/2022-04-11/213_RR220411A_857C_1715.bmp"", ""baseline_accuracy"": 0.36666666666666664, ""augmented_accuracy"": 0.5333333333333333, ""delta_accuracy"": 0.16666666666666669, ""by_class_delta"": {""(1 x 1)"": 0.625, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": 0.0, ""HTR"": 0.0}, ""cache_hit"": false}]",
random,1,5,75,95,0.44642986218946124,0.8475177304964538,0.36666666666666664,"{""(1 x 1)"": {""correct"": 2, ""total"": 8, ""accuracy"": 0.25}, ""c(6 x 2)"": {""correct"": 5, ""total"": 8, ""accuracy"": 0.625}, ""(\u221a13 x \u221a13)"": {""correct"": 4, ""total"": 8, ""accuracy"": 0.5}, ""HTR"": {""correct"": 0, ""total"": 6, ""accuracy"": 0.0}}","[""Trajectories/2022-02-06/049_RR220206A_205C_1737.bmp || Trajectories/2022-04-11/356_RR220411A_685C_1925.bmp"", ""Trajectories/2022-02-04/139_RR220204A_470C_1758.bmp || Trajectories/2022-04-11/372_RR220411A_636C_1935.bmp"", ""Trajectories/2022-02-04/205_RR220204A_642C_1839-02.bmp || Trajectories/2022-02-04/337_RR220204A_938C_2106.bmp"", ""Trajectories/2022-02-04/079_RR220204A_301C_1717.bmp || Trajectories/2022-02-04/329_RR220204A_946C_2054.bmp"", ""Trajectories/2022-02-04/152_RR220204A_488C_1805-02.bmp || Trajectories/2022-04-11/173_RR220411A_755C_1643.bmp""]","{""Trajectories/2022-02-06/049_RR220206A_205C_1737.bmp || Trajectories/2022-04-11/356_RR220411A_685C_1925.bmp"": 5, ""Trajectories/2022-02-04/139_RR220204A_470C_1758.bmp || Trajectories/2022-04-11/372_RR220411A_636C_1935.bmp"": 5, ""Trajectories/2022-02-04/205_RR220204A_642C_1839-02.bmp || Trajectories/2022-02-04/337_RR220204A_938C_2106.bmp"": 1, ""Trajectories/2022-02-04/079_RR220204A_301C_1717.bmp || Trajectories/2022-02-04/329_RR220204A_946C_2054.bmp"": 1, ""Trajectories/2022-02-04/152_RR220204A_488C_1805-02.bmp || Trajectories/2022-04-11/173_RR220411A_755C_1643.bmp"": 5}","[10, 10, 2, 19, 0]",4,"[{""candidate_pair_id"": ""Trajectories/2022-02-06/049_RR220206A_205C_1737.bmp || Trajectories/2022-04-11/356_RR220411A_685C_1925.bmp"", ""baseline_accuracy"": 0.36666666666666664, ""augmented_accuracy"": 0.06666666666666667, ""delta_accuracy"": -0.3, ""by_class_delta"": {""(1 x 1)"": -0.125, ""c(6 x 2)"": -0.625, ""(\u221a13 x \u221a13)"": -0.375, ""HTR"": 0.0}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-02-04/139_RR220204A_470C_1758.bmp || Trajectories/2022-04-11/372_RR220411A_636C_1935.bmp"", ""baseline_accuracy"": 0.36666666666666664, ""augmented_accuracy"": 0.3, ""delta_accuracy"": -0.06666666666666665, ""by_class_delta"": {""(1 x 1)"": -0.125, ""c(6 x 2)"": -0.625, ""(\u221a13 x \u221a13)"": 0.0, ""HTR"": 0.6666666666666666}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-02-04/205_RR220204A_642C_1839-02.bmp || Trajectories/2022-02-04/337_RR220204A_938C_2106.bmp"", ""baseline_accuracy"": 0.36666666666666664, ""augmented_accuracy"": 0.4, ""delta_accuracy"": 0.03333333333333338, ""by_class_delta"": {""(1 x 1)"": -0.125, ""c(6 x 2)"": 0.125, ""(\u221a13 x \u221a13)"": 0.0, ""HTR"": 0.16666666666666666}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-02-04/079_RR220204A_301C_1717.bmp || Trajectories/2022-02-04/329_RR220204A_946C_2054.bmp"", ""baseline_accuracy"": 0.36666666666666664, ""augmented_accuracy"": 0.23333333333333334, ""delta_accuracy"": -0.1333333333333333, ""by_class_delta"": {""(1 x 1)"": -0.125, ""c(6 x 2)"": -0.5, ""(\u221a13 x \u221a13)"": -0.125, ""HTR"": 0.3333333333333333}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-02-04/152_RR220204A_488C_1805-02.bmp || Trajectories/2022-04-11/173_RR220411A_755C_1643.bmp"", ""baseline_accuracy"": 0.36666666666666664, ""augmented_accuracy"": 0.13333333333333333, ""delta_accuracy"": -0.2333333333333333, ""by_class_delta"": {""(1 x 1)"": -0.125, ""c(6 x 2)"": -0.625, ""(\u221a13 x \u221a13)"": -0.125, ""HTR"": 0.0}, ""cache_hit"": false}]",
random,2,10,80,90,0.4521812596806158,0.8093645484949833,0.4666666666666667,"{""(1 x 1)"": {""correct"": 7, ""total"": 8, ""accuracy"": 0.875}, ""c(6 x 2)"": {""correct"": 0, ""total"": 8, ""accuracy"": 0.0}, ""(\u221a13 x \u221a13)"": {""correct"": 3, ""total"": 8, ""accuracy"": 0.375}, ""HTR"": {""correct"": 4, ""total"": 6, ""accuracy"": 0.6666666666666666}}","[""Trajectories/2022-04-11/323_RR220411A_816C_1903.bmp || Trajectories/2022-04-11/366_RR220411A_654C_1930.bmp"", ""Trajectories/2022-02-06/273_RR220206A_423C_2243.bmp || Trajectories/2022-04-11/093_RR220411A_482C_1531.bmp"", ""Trajectories/2022-02-04/266_RR220204A_783C_1938.bmp || Trajectories/2022-02-04/356_RR220204A_949C_2144.bmp"", ""Trajectories/2022-02-04/156_RR220204A_490C_1808.bmp || Trajectories/2022-02-04/383_RR220204A_937C_2331.bmp"", ""Trajectories/2022-02-04/300_RR220204A_881C_2018.bmp || Trajectories/2022-02-06/195_RR220206A_944C_2101.bmp""]","{""Trajectories/2022-04-11/323_RR220411A_816C_1903.bmp || Trajectories/2022-04-11/366_RR220411A_654C_1930.bmp"": 5, ""Trajectories/2022-02-06/273_RR220206A_423C_2243.bmp || Trajectories/2022-04-11/093_RR220411A_482C_1531.bmp"": 5, ""Trajectories/2022-02-04/266_RR220204A_783C_1938.bmp || Trajectories/2022-02-04/356_RR220204A_949C_2144.bmp"": 5, ""Trajectories/2022-02-04/156_RR220204A_490C_1808.bmp || Trajectories/2022-02-04/383_RR220204A_937C_2331.bmp"": 5, ""Trajectories/2022-02-04/300_RR220204A_881C_2018.bmp || Trajectories/2022-02-06/195_RR220206A_944C_2101.bmp"": 5}","[13, 4, 9, 11, 10]",5,"[{""candidate_pair_id"": ""Trajectories/2022-04-11/323_RR220411A_816C_1903.bmp || Trajectories/2022-04-11/366_RR220411A_654C_1930.bmp"", ""baseline_accuracy"": 0.4666666666666667, ""augmented_accuracy"": 0.26666666666666666, ""delta_accuracy"": -0.2, ""by_class_delta"": {""(1 x 1)"": -0.875, ""c(6 x 2)"": 0.125, ""(\u221a13 x \u221a13)"": 0.0, ""HTR"": 0.0}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-02-06/273_RR220206A_423C_2243.bmp || Trajectories/2022-04-11/093_RR220411A_482C_1531.bmp"", ""baseline_accuracy"": 0.4666666666666667, ""augmented_accuracy"": 0.36666666666666664, ""delta_accuracy"": -0.10000000000000003, ""by_class_delta"": {""(1 x 1)"": -0.875, ""c(6 x 2)"": 0.5, ""(\u221a13 x \u221a13)"": 0.0, ""HTR"": 0.0}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-02-04/266_RR220204A_783C_1938.bmp || Trajectories/2022-02-04/356_RR220204A_949C_2144.bmp"", ""baseline_accuracy"": 0.4666666666666667, ""augmented_accuracy"": 0.3, ""delta_accuracy"": -0.16666666666666669, ""by_class_delta"": {""(1 x 1)"": -0.875, ""c(6 x 2)"": 0.25, ""(\u221a13 x \u221a13)"": 0.0, ""HTR"": 0.0}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-02-04/156_RR220204A_490C_1808.bmp || Trajectories/2022-02-04/383_RR220204A_937C_2331.bmp"", ""baseline_accuracy"": 0.4666666666666667, ""augmented_accuracy"": 0.3333333333333333, ""delta_accuracy"": -0.13333333333333336, ""by_class_delta"": {""(1 x 1)"": -0.875, ""c(6 x 2)"": 0.375, ""(\u221a13 x \u221a13)"": 0.0, ""HTR"": 0.0}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-02-04/300_RR220204A_881C_2018.bmp || Trajectories/2022-02-06/195_RR220206A_944C_2101.bmp"", ""baseline_accuracy"": 0.4666666666666667, ""augmented_accuracy"": 0.3333333333333333, ""delta_accuracy"": -0.13333333333333336, ""by_class_delta"": {""(1 x 1)"": -0.875, ""c(6 x 2)"": 0.375, ""(\u221a13 x \u221a13)"": 0.0, ""HTR"": 0.0}, ""cache_hit"": false}]",
random,3,15,85,85,0.44076330549495263,0.8796296296296297,0.43333333333333335,"{""(1 x 1)"": {""correct"": 2, ""total"": 8, ""accuracy"": 0.25}, ""c(6 x 2)"": {""correct"": 0, ""total"": 8, ""accuracy"": 0.0}, ""(\u221a13 x \u221a13)"": {""correct"": 7, ""total"": 8, ""accuracy"": 0.875}, ""HTR"": {""correct"": 4, ""total"": 6, ""accuracy"": 0.6666666666666666}}","[""Trajectories/2022-02-04/021_RR220204A_981C_0126-03.bmp || Trajectories/2022-04-11/225_RR220411A_873C_1724.bmp"", ""Trajectories/2022-02-04/378_RR220204A_938C_2312.bmp || Trajectories/2022-02-06/229_RR220206A_766C_2141.bmp"", ""Trajectories/2022-02-04/385_RR220204A_939C_2340.bmp || Trajectories/2022-04-11/237_RR220411A_901C_1735.bmp"", ""Trajectories/2022-04-11/246_RR220411A_915C_1741.bmp || Trajectories/2022-04-11/258_RR220411A_932C_1751.bmp"", ""Trajectories/2022-02-06/180_RR220206A_1031C_2041.bmp || Trajectories/2022-04-11/277_RR220411A_936C_1828.bmp""]","{""Trajectories/2022-02-04/021_RR220204A_981C_0126-03.bmp || Trajectories/2022-04-11/225_RR220411A_873C_1724.bmp"": 5, ""Trajectories/2022-02-04/378_RR220204A_938C_2312.bmp || Trajectories/2022-02-06/229_RR220206A_766C_2141.bmp"": 2, ""Trajectories/2022-02-04/385_RR220204A_939C_2340.bmp || Trajectories/2022-04-11/237_RR220411A_901C_1735.bmp"": 5, ""Trajectories/2022-04-11/246_RR220411A_915C_1741.bmp || Trajectories/2022-04-11/258_RR220411A_932C_1751.bmp"": 1, ""Trajectories/2022-02-06/180_RR220206A_1031C_2041.bmp || Trajectories/2022-04-11/277_RR220411A_936C_1828.bmp"": 2}","[4, 6, 8, 8, 0]",4,"[{""candidate_pair_id"": ""Trajectories/2022-02-04/021_RR220204A_981C_0126-03.bmp || Trajectories/2022-04-11/225_RR220411A_873C_1724.bmp"", ""baseline_accuracy"": 0.43333333333333335, ""augmented_accuracy"": 0.4, ""delta_accuracy"": -0.033333333333333326, ""by_class_delta"": {""(1 x 1)"": 0.0, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": 0.0, ""HTR"": -0.16666666666666663}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-02-04/378_RR220204A_938C_2312.bmp || Trajectories/2022-02-06/229_RR220206A_766C_2141.bmp"", ""baseline_accuracy"": 0.43333333333333335, ""augmented_accuracy"": 0.4, ""delta_accuracy"": -0.033333333333333326, ""by_class_delta"": {""(1 x 1)"": 0.0, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": 0.0, ""HTR"": -0.16666666666666663}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-02-04/385_RR220204A_939C_2340.bmp || Trajectories/2022-04-11/237_RR220411A_901C_1735.bmp"", ""baseline_accuracy"": 0.43333333333333335, ""augmented_accuracy"": 0.23333333333333334, ""delta_accuracy"": -0.2, ""by_class_delta"": {""(1 x 1)"": 0.0, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": -0.25, ""HTR"": -0.6666666666666666}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-04-11/246_RR220411A_915C_1741.bmp || Trajectories/2022-04-11/258_RR220411A_932C_1751.bmp"", ""baseline_accuracy"": 0.43333333333333335, ""augmented_accuracy"": 0.43333333333333335, ""delta_accuracy"": 0.0, ""by_class_delta"": {""(1 x 1)"": 0.0, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": 0.0, ""HTR"": 0.0}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-02-06/180_RR220206A_1031C_2041.bmp || Trajectories/2022-04-11/277_RR220411A_936C_1828.bmp"", ""baseline_accuracy"": 0.43333333333333335, ""augmented_accuracy"": 0.43333333333333335, ""delta_accuracy"": 0.0, ""by_class_delta"": {""(1 x 1)"": 0.0, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": 0.0, ""HTR"": 0.0}, ""cache_hit"": false}]",
random,4,20,90,80,0.4400289859726558,0.799410029498525,0.6333333333333333,"{""(1 x 1)"": {""correct"": 2, ""total"": 8, ""accuracy"": 0.25}, ""c(6 x 2)"": {""correct"": 6, ""total"": 8, ""accuracy"": 0.75}, ""(\u221a13 x \u221a13)"": {""correct"": 7, ""total"": 8, ""accuracy"": 0.875}, ""HTR"": {""correct"": 4, ""total"": 6, ""accuracy"": 0.6666666666666666}}","[""Trajectories/2022-02-06/095_RR220206A_614C_1835.bmp || Trajectories/2022-02-06/247_RR220206A_657C_2207.bmp"", ""Trajectories/2022-02-04/235_RR220204A_725C_1905.bmp || Trajectories/2022-02-06/068_RR220206A_362C_1759.bmp"", ""Trajectories/2022-02-06/129_RR220206A_912C_1929.bmp || Trajectories/2022-04-11/217_RR220411A_857C_1718.bmp"", ""Trajectories/2022-02-04/194_RR220204A_610C_1832.bmp || Trajectories/2022-02-06/119_RR220206A_871C_1918.bmp"", ""Trajectories/2022-02-04/159_RR220204A_501C_1809-01.bmp || Trajectories/2022-04-11/100_RR220411A_492C_1537.bmp""]","{""Trajectories/2022-02-06/095_RR220206A_614C_1835.bmp || Trajectories/2022-02-06/247_RR220206A_657C_2207.bmp"": 5, ""Trajectories/2022-02-04/235_RR220204A_725C_1905.bmp || Trajectories/2022-02-06/068_RR220206A_362C_1759.bmp"": 2, ""Trajectories/2022-02-06/129_RR220206A_912C_1929.bmp || Trajectories/2022-04-11/217_RR220411A_857C_1718.bmp"": 5, ""Trajectories/2022-02-04/194_RR220204A_610C_1832.bmp || Trajectories/2022-02-06/119_RR220206A_871C_1918.bmp"": 5, ""Trajectories/2022-02-04/159_RR220204A_501C_1809-01.bmp || Trajectories/2022-04-11/100_RR220411A_492C_1537.bmp"": 5}","[3, 1, 7, 19, 19]",4,"[{""candidate_pair_id"": ""Trajectories/2022-02-06/095_RR220206A_614C_1835.bmp || Trajectories/2022-02-06/247_RR220206A_657C_2207.bmp"", ""baseline_accuracy"": 0.6333333333333333, ""augmented_accuracy"": 0.36666666666666664, ""delta_accuracy"": -0.26666666666666666, ""by_class_delta"": {""(1 x 1)"": -0.125, ""c(6 x 2)"": -0.75, ""(\u221a13 x \u221a13)"": -0.25, ""HTR"": 0.16666666666666674}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-02-04/235_RR220204A_725C_1905.bmp || Trajectories/2022-02-06/068_RR220206A_362C_1759.bmp"", ""baseline_accuracy"": 0.6333333333333333, ""augmented_accuracy"": 0.43333333333333335, ""delta_accuracy"": -0.19999999999999996, ""by_class_delta"": {""(1 x 1)"": 0.0, ""c(6 x 2)"": -0.75, ""(\u221a13 x \u221a13)"": 0.0, ""HTR"": 0.0}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-02-06/129_RR220206A_912C_1929.bmp || Trajectories/2022-04-11/217_RR220411A_857C_1718.bmp"", ""baseline_accuracy"": 0.6333333333333333, ""augmented_accuracy"": 0.7333333333333333, ""delta_accuracy"": 0.09999999999999998, ""by_class_delta"": {""(1 x 1)"": 0.625, ""c(6 x 2)"": -0.125, ""(\u221a13 x \u221a13)"": -0.25, ""HTR"": 0.16666666666666674}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-02-04/194_RR220204A_610C_1832.bmp || Trajectories/2022-02-06/119_RR220206A_871C_1918.bmp"", ""baseline_accuracy"": 0.6333333333333333, ""augmented_accuracy"": 0.6, ""delta_accuracy"": -0.033333333333333326, ""by_class_delta"": {""(1 x 1)"": 0.75, ""c(6 x 2)"": -0.75, ""(\u221a13 x \u221a13)"": -0.25, ""HTR"": 0.16666666666666674}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-02-04/159_RR220204A_501C_1809-01.bmp || Trajectories/2022-04-11/100_RR220411A_492C_1537.bmp"", ""baseline_accuracy"": 0.6333333333333333, ""augmented_accuracy"": 0.5666666666666667, ""delta_accuracy"": -0.06666666666666665, ""by_class_delta"": {""(1 x 1)"": 0.625, ""c(6 x 2)"": -0.75, ""(\u221a13 x \u221a13)"": -0.25, ""HTR"": 0.16666666666666674}, ""cache_hit"": false}]",
random,5,25,95,75,0.45599341291453005,0.8670360110803325,0.5666666666666667,"{""(1 x 1)"": {""correct"": 8, ""total"": 8, ""accuracy"": 1.0}, ""c(6 x 2)"": {""correct"": 0, ""total"": 8, ""accuracy"": 0.0}, ""(\u221a13 x \u221a13)"": {""correct"": 5, ""total"": 8, ""accuracy"": 0.625}, ""HTR"": {""correct"": 4, ""total"": 6, ""accuracy"": 0.6666666666666666}}","[""Trajectories/2022-02-06/102_RR220206A_698C_1845.bmp || Trajectories/2022-04-11/183_RR220411A_794C_1655.bmp"", ""Trajectories/2022-02-04/097_RR220204A_405C_1727.bmp || Trajectories/2022-04-11/383_RR220411A_597C_1941.bmp"", ""Trajectories/2022-02-04/106_RR220204A_430C_1736.bmp || Trajectories/2022-02-04/347_RR220204A_954C_2124.bmp"", ""Trajectories/2022-02-06/057_RR220206A_249C_1744.bmp || Trajectories/2022-02-06/154_RR220206A_1092C_2003-02.bmp"", ""Trajectories/2022-02-04/160_RR220204A_501C_1809-02.bmp || Trajectories/2022-02-04/161_RR220204A_504C_1810.bmp""]","{""Trajectories/2022-02-06/102_RR220206A_698C_1845.bmp || Trajectories/2022-04-11/183_RR220411A_794C_1655.bmp"": 1, ""Trajectories/2022-02-04/097_RR220204A_405C_1727.bmp || Trajectories/2022-04-11/383_RR220411A_597C_1941.bmp"": 5, ""Trajectories/2022-02-04/106_RR220204A_430C_1736.bmp || Trajectories/2022-02-04/347_RR220204A_954C_2124.bmp"": 1, ""Trajectories/2022-02-06/057_RR220206A_249C_1744.bmp || Trajectories/2022-02-06/154_RR220206A_1092C_2003-02.bmp"": 2, ""Trajectories/2022-02-04/160_RR220204A_501C_1809-02.bmp || Trajectories/2022-02-04/161_RR220204A_504C_1810.bmp"": 1}","[4, 8, 5, 10, 0]",5,"[{""candidate_pair_id"": ""Trajectories/2022-02-06/102_RR220206A_698C_1845.bmp || Trajectories/2022-04-11/183_RR220411A_794C_1655.bmp"", ""baseline_accuracy"": 0.5666666666666667, ""augmented_accuracy"": 0.4666666666666667, ""delta_accuracy"": -0.09999999999999998, ""by_class_delta"": {""(1 x 1)"": -0.75, ""c(6 x 2)"": 0.125, ""(\u221a13 x \u221a13)"": 0.375, ""HTR"": -0.16666666666666663}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-02-04/097_RR220204A_405C_1727.bmp || Trajectories/2022-04-11/383_RR220411A_597C_1941.bmp"", ""baseline_accuracy"": 0.5666666666666667, ""augmented_accuracy"": 0.4666666666666667, ""delta_accuracy"": -0.09999999999999998, ""by_class_delta"": {""(1 x 1)"": -0.75, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": 0.375, ""HTR"": 0.0}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-02-04/106_RR220204A_430C_1736.bmp || Trajectories/2022-02-04/347_RR220204A_954C_2124.bmp"", ""baseline_accuracy"": 0.5666666666666667, ""augmented_accuracy"": 0.36666666666666664, ""delta_accuracy"": -0.2, ""by_class_delta"": {""(1 x 1)"": -0.75, ""c(6 x 2)"": 0.25, ""(\u221a13 x \u221a13)"": -0.125, ""HTR"": -0.16666666666666663}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-02-06/057_RR220206A_249C_1744.bmp || Trajectories/2022-02-06/154_RR220206A_1092C_2003-02.bmp"", ""baseline_accuracy"": 0.5666666666666667, ""augmented_accuracy"": 0.6333333333333333, ""delta_accuracy"": 0.06666666666666665, ""by_class_delta"": {""(1 x 1)"": 0.0, ""c(6 x 2)"": 0.0, ""(\u221a13 x \u221a13)"": 0.25, ""HTR"": 0.0}, ""cache_hit"": false}, {""candidate_pair_id"": ""Trajectories/2022-02-04/160_RR220204A_501C_1809-02.bmp || Trajectories/2022-02-04/161_RR220204A_504C_1810.bmp"", ""baseline_accuracy"": 0.5666666666666667, ""augmented_accuracy"": 0.5, ""delta_accuracy"": -0.06666666666666665, ""by_class_delta"": {""(1 x 1)"": -0.75, ""c(6 x 2)"": 0.25, ""(\u221a13 x \u221a13)"": 0.25, ""HTR"": 0.0}, ""cache_hit"": false}]",
